,dateTime,wtr_0.0,wtr_1.0,wtr_2.0,wtr_3.0,wtr_4.0,wtr_5.0,Month,year,month,day,hour,minutes,seconds
211,2020-12-06 04:00:01,1.5859999999999999,2.291,2.73,3.255,4.613,5.541,,2020,12,6,4,0,1
212,2020-12-06 06:00:01,1.5859999999999999,2.291,2.73,3.255,4.675,5.541,,2020,12,6,6,0,1
213,2020-12-06 08:00:01,1.5859999999999999,2.291,2.73,3.255,4.613,5.541,,2020,12,6,8,0,1
214,2020-12-06 10:00:01,1.5859999999999999,2.291,2.73,3.255,4.613,5.541,,2020,12,6,10,0,1
215,2020-12-06 12:00:01,1.5859999999999999,2.291,2.73,3.193,4.613,5.541,,2020,12,6,12,0,1
216,2020-12-06 14:00:01,1.649,2.291,2.73,3.255,4.613,5.541,,2020,12,6,14,0,1
217,2020-12-06 16:00:01,1.649,2.291,2.73,3.255,4.675,5.541,,2020,12,6,16,0,1
218,2020-12-06 18:00:01,1.5859999999999999,2.291,2.793,3.255,4.675,5.541,,2020,12,6,18,0,1
219,2020-12-06 20:00:01,1.649,2.291,2.73,3.255,4.675,5.541,,2020,12,6,20,0,1
220,2020-12-06 22:00:01,1.5859999999999999,2.291,2.73,3.255,4.675,5.541,,2020,12,6,22,0,1
221,2020-12-07 00:00:01,1.5859999999999999,2.291,2.73,3.255,4.675,5.541,,2020,12,7,0,0,1
222,2020-12-07 02:00:01,1.5859999999999999,2.291,2.73,3.255,4.675,5.541,,2020,12,7,2,0,1
223,2020-12-07 04:00:01,1.5859999999999999,2.291,2.793,3.255,4.675,5.541,,2020,12,7,4,0,1
224,2020-12-07 06:00:01,1.5859999999999999,2.291,2.793,3.255,4.675,5.541,,2020,12,7,6,0,1
225,2020-12-07 08:00:01,1.5859999999999999,2.291,2.73,3.255,4.675,5.541,,2020,12,7,8,0,1
226,2020-12-07 10:00:01,1.5859999999999999,2.291,2.793,3.255,4.675,5.541,,2020,12,7,10,0,1
